id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
4309,2019-2020,January,Lakshadweep,137,119,86.86,92,67.15,105,114.13,82,89.13,8,8.70,100,108.70,121,131.52,28,30.43,26,34.21,76,1,13.16
4310,2019-2020,January,Madhya Pradesh,157025,112648,71.74,122924,78.28,113719,92.51,102980,83.78,36099,29.37,123654,100.59,145499,118.37,105864,86.12,12244,11.39,112051,1658,14.80
4311,2019-2020,January,Maharashtra,175450,151981,86.62,164261,93.62,125426,76.36,111569,67.92,55291,33.66,167991,102.27,174878,106.46,118470,72.12,36714,25.36,145418,1139,7.83
4312,2019-2020,January,Manipur,4465,2724,61.01,2571,57.58,2953,114.86,2189,85.14,597,23.22,1017,39.56,1945,75.65,237,9.22,998,33.90,3482,17,4.88
4313,2019-2020,January,Meghalaya,10161,3329,32.76,6340,62.40,4495,70.90,3952,62.33,2155,33.99,4227,66.67,4527,71.40,2152,33.94,640,13.37,8385,180,21.47
4314,2019-2020,January,Mizoram,2491,1893,75.99,1250,50.18,1413,113.04,1201,96.08,506,40.48,1170,93.60,1349,107.92,408,32.64,309,18.44,1948,11,5.65
4315,2019-2020,January,Nagaland,3062,897,29.29,666,21.75,1445,216.97,888,133.33,323,48.50,564,84.68,863,129.58,188,28.23,257,18.75,1703,26,15.27
4316,2019-2020,January,Odisha,57577,51275,89.05,48906,84.94,48390,98.94,47812,97.76,5538,11.32,42776,87.47,50859,103.99,38591,78.91,12041,22.61,53822,1120,20.81
4317,2019-2020,January,Puducherry,7579,2380,31.40,3711,48.96,1655,44.60,1424,38.37,307,8.27,871,23.47,6785,182.83,1165,31.39,981,31.41,3109,29,9.33
4318,2019-2020,January,Punjab,40774,33179,81.37,30941,75.88,33827,109.33,26444,85.47,2912,9.41,22922,74.08,26487,85.60,11762,38.01,14381,41.79,34535,428,12.39
4319,2019-2020,January,Rajasthan,153471,112598,73.37,86376,56.28,92338,106.90,72397,83.82,50456,58.41,94642,109.57,138089,159.87,72640,84.10,14111,12.99,109337,1972,18.04
4320,2019-2020,January,Sikkim,936,598,63.89,808,86.32,573,70.92,471,58.29,54,6.68,500,61.88,443,54.83,295,36.51,380,48.35,792,9,11.36
4321,2019-2020,January,Tamil Nadu,90212,85832,95.14,78999,87.57,78153,98.93,74582,94.41,14864,18.82,40636,51.44,80815,102.30,38739,49.04,30948,44.16,70018,456,6.51
4322,2019-2020,January,Telangana,65166,47139,72.34,53238,81.70,57383,107.79,52423,98.47,6215,11.67,63162,118.64,68576,128.81,30569,57.42,25470,53.24,48986,280,5.72
4323,2019-2020,January,Tripura,5236,3830,73.15,3899,74.47,4106,105.31,3327,85.33,365,9.36,2470,63.35,1363,34.96,350,8.98,1123,25.49,4624,86,18.60
4324,2019-2020,January,Uttarakhand,16041,12259,76.42,13801,86.04,12393,89.80,10705,77.57,2528,18.32,13010,94.27,12587,91.20,3137,22.73,1817,14.80,13826,167,12.08
4325,2019-2020,January,Uttar Pradesh,556544,333827,59.98,462552,83.11,379641,82.08,328337,70.98,112273,24.27,410517,88.75,489255,105.77,154701,33.45,33560,10.93,343909,3513,10.21
4326,2019-2020,January,West Bengal,127039,112692,88.71,106182,83.58,110378,103.95,100076,94.25,9829,9.26,80690,75.99,103843,97.80,81858,77.09,37898,36.28,104365,1676,16.06
4327,2019-2020,February,Andhra Pradesh,70052,57123,81.54,60263,86.03,65698,109.02,59758,99.16,5935,9.85,55976,92.89,63673,105.66,31703,52.61,17229,33.31,51978,550,10.58
4329,2019-2020,February,Arunachal Pradesh,2370,976,41.18,694,29.28,1581,227.81,1011,145.68,275,39.63,859,123.78,1320,190.20,366,52.74,302,21.59,1522,26,17.08
4330,2019-2020,February,Assam,60801,55008,90.47,49291,81.07,53681,108.91,43615,88.48,4590,9.31,52969,107.46,58078,117.83,31890,64.70,10661,23.29,49689,1030,20.73
4331,2019-2020,February,Bihar,299541,219840,73.39,216375,72.24,164833,76.18,126830,58.62,104897,48.48,195388,90.30,245841,113.62,99822,46.13,4567,3.01,172633,1567,9.08
4332,2019-2020,February,Chandigarh,3124,2427,77.69,3103,99.33,2217,71.45,1686,54.33,411,13.25,3026,97.52,3023,97.42,1624,52.34,776,34.61,2221,52,23.41
4333,2019-2020,February,Chhattisgarh,54806,50112,91.44,54083,98.68,43620,80.65,43686,80.78,11221,20.75,39496,73.03,55040,101.77,43876,81.13,5654,14.87,38029,740,19.46
4336,2019-2020,February,Delhi,54256,30382,56.00,30126,55.53,18846,62.56,12362,41.03,3145,10.44,33245,110.35,35581,118.11,14724,48.87,6714,32.71,21075,386,18.32
4337,2019-2020,February,Goa,2430,1552,63.87,1650,67.90,1147,69.52,972,58.91,173,10.48,1797,108.91,1801,109.15,871,52.79,607,41.72,1463,12,8.20
4338,2019-2020,February,Gujarat,107634,93837,87.18,88328,82.06,85499,96.80,74348,84.17,26922,30.48,106650,120.74,106438,120.50,93414,105.76,15029,18.43,80106,843,10.52
4339,2019-2020,February,Haryana,53885,42584,79.03,36651,68.02,41001,111.87,30511,83.25,15452,42.16,38427,104.85,32846,89.62,32673,89.15,7438,19.67,39003,436,11.18
4340,2019-2020,February,Himachal Pradesh,10655,9388,88.11,7429,69.72,6957,93.65,5578,75.08,2569,34.58,7746,104.27,8143,109.61,7481,100.70,1603,23.99,7200,58,8.06
4342,2019-2020,February,Jharkhand,85025,59955,70.51,63757,74.99,66309,104.00,56369,88.41,15490,24.30,60724,95.24,67778,106.31,27772,43.56,4687,8.26,58762,613,10.43
4343,2019-2020,February,Karnataka,101651,77656,76.39,95537,93.99,78269,81.93,70691,73.99,27901,29.20,107663,112.69,114508,119.86,75147,78.66,23625,33.66,69869,717,10.26
4344,2019-2020,February,Kerala,39561,34030,86.02,41375,104.59,34176,82.60,32069,77.51,1313,3.17,49943,120.71,55810,134.89,2130,5.15,13300,42.53,32437,104,3.21
4345,2019-2020,February,Lakshadweep,92,80,86.96,95,103.26,68,71.58,84,88.42,15,15.79,103,108.42,103,108.42,15,15.79,22,39.29,55,1,18.18
4346,2019-2020,February,Madhya Pradesh,166518,120311,72.25,127141,76.35,120654,94.90,105994,83.37,37924,29.83,133293,104.84,152885,120.25,112472,88.46,11776,11.76,104722,1627,15.54
4387,2019-2020,March,Nagaland,2798,855,30.56,541,19.34,1404,259.52,800,147.87,306,56.56,678,125.32,810,149.72,314,58.04,231,18.61,1503,34,22.62
4347,2019-2020,February,Maharashtra,171143,149783,87.52,166239,97.13,124378,74.82,111392,67.01,55043,33.11,165583,99.61,171236,103.01,115672,69.58,34558,25.55,136071,1034,7.60
4348,2019-2020,February,Manipur,4889,2908,59.48,2438,49.87,2970,121.82,2165,88.80,586,24.04,1288,52.83,2102,86.22,282,11.57,881,34.49,3095,11,3.55
4349,2019-2020,February,Meghalaya,11076,3964,35.79,5314,47.98,5096,95.90,3584,67.44,2414,45.43,4186,78.77,4660,87.69,2329,43.83,677,15.73,7327,200,27.30
4350,2019-2020,February,Mizoram,2040,1589,77.89,1121,54.95,1343,119.80,1218,108.65,594,52.99,1024,91.35,1244,110.97,455,40.59,266,17.77,1699,9,5.30
4351,2019-2020,February,Nagaland,3275,902,27.54,660,20.15,1549,234.70,907,137.42,349,52.88,879,133.18,849,128.64,290,43.94,249,19.30,1594,21,13.17
4352,2019-2020,February,Odisha,63097,56032,88.80,49375,78.25,57547,116.55,47826,96.86,6272,12.70,44305,89.73,51877,105.07,46509,94.20,10554,23.62,45158,1143,25.31
4353,2019-2020,February,Puducherry,7351,2629,35.76,4241,57.69,1573,37.09,1423,33.55,290,6.84,884,20.84,6396,150.81,1010,23.82,846,34.15,2462,29,11.78
4354,2019-2020,February,Punjab,43207,35455,82.06,29335,67.89,37982,129.48,31702,108.07,3347,11.41,21984,74.94,26642,90.82,14211,48.44,11627,40.56,29070,349,12.01
4355,2019-2020,February,Rajasthan,164572,125983,76.55,86340,52.46,105581,122.29,85322,98.82,57024,66.05,102255,118.43,147218,170.51,78743,91.20,14002,14.37,98516,1818,18.45
4356,2019-2020,February,Sikkim,742,604,81.40,477,64.29,610,127.88,500,104.82,71,14.88,602,126.21,567,118.87,334,70.02,233,41.24,561,10,17.83
4357,2019-2020,February,Tamil Nadu,90448,85858,94.93,79875,88.31,78179,97.88,75591,94.64,15153,18.97,40754,51.02,85416,106.94,35694,44.69,28297,46.43,60988,470,7.71
4358,2019-2020,February,Telangana,64615,47607,73.68,49446,76.52,56932,115.14,52794,106.77,6883,13.92,63361,128.14,70245,142.06,31030,62.76,21186,49.14,44226,218,4.93
4359,2019-2020,February,Tripura,6181,4540,73.45,4122,66.69,4764,115.57,3776,91.61,354,8.59,2225,53.98,1483,35.98,288,6.99,1098,27.73,4111,62,15.08
4360,2019-2020,February,Uttarakhand,19774,14626,73.97,13377,67.65,15653,117.01,11305,84.51,3263,24.39,14222,106.32,14985,112.02,3726,27.85,1557,13.33,13377,135,10.09
4361,2019-2020,February,Uttar Pradesh,606007,365904,60.38,489568,80.79,416311,85.04,327036,66.80,124487,25.43,474081,96.84,549310,112.20,171030,34.93,32420,10.79,334860,3264,9.75
4362,2019-2020,February,West Bengal,158305,141314,89.27,106020,66.97,138729,130.85,110045,103.80,13155,12.41,89216,84.15,114873,108.35,90389,85.26,30930,37.49,80818,1198,14.82
4363,2019-2020,March,Andhra Pradesh,66015,54318,82.28,59230,89.72,61222,103.36,61535,103.89,5720,9.66,54321,91.71,62666,105.80,29149,49.21,17339,33.42,52012,428,8.23
4365,2019-2020,March,Arunachal Pradesh,2444,1013,41.45,613,25.08,1588,259.05,1039,169.49,283,46.17,1243,202.77,1586,258.73,296,48.29,269,19.84,1446,23,15.91
4366,2019-2020,March,Assam,52706,47974,91.02,40072,76.03,44390,110.78,42198,105.31,3418,8.53,46173,115.23,50544,126.13,30152,75.24,9806,24.08,44314,907,20.47
4367,2019-2020,March,Bihar,222173,159448,71.77,158820,71.48,122395,77.07,107903,67.94,78775,49.60,151677,95.50,184342,116.07,77581,48.85,2948,2.45,135190,1453,10.75
4368,2019-2020,March,Chandigarh,2162,1612,74.56,2747,127.06,1496,54.46,1552,56.50,281,10.23,2375,86.46,2370,86.28,1531,55.73,700,34.10,2040,41,20.10
4369,2019-2020,March,Chhattisgarh,51931,48096,92.62,52493,101.08,41959,79.93,43075,82.06,10591,20.18,40502,77.16,52402,99.83,41323,78.72,6778,17.61,39205,739,18.85
4372,2019-2020,March,Delhi,37984,18913,49.79,22844,60.14,13234,57.93,9847,43.11,2470,10.81,25792,112.90,26241,114.87,9671,42.33,6357,34.36,18989,323,17.01
4373,2019-2020,March,Goa,1825,947,51.89,1525,83.56,793,52.00,662,43.41,155,10.16,1331,87.28,1280,83.93,574,37.64,458,39.38,1175,8,6.81
4374,2019-2020,March,Gujarat,109931,94603,86.06,88889,80.86,84317,94.86,73882,83.12,28811,32.41,109330,123.00,108307,121.85,94313,106.10,13165,16.30,81492,930,11.41
4375,2019-2020,March,Haryana,45961,36718,79.89,31162,67.80,31708,101.75,29425,94.43,12277,39.40,45438,145.81,35307,113.30,30920,99.22,6651,18.87,36357,462,12.71
4376,2019-2020,March,Himachal Pradesh,8539,7541,88.31,6728,78.79,5565,82.71,6131,91.13,2055,30.54,7130,105.98,7601,112.98,6571,97.67,1598,24.81,6908,67,9.70
4378,2019-2020,March,Jharkhand,68969,47865,69.40,52380,75.95,50845,97.07,48876,93.31,12027,22.96,49356,94.23,55601,106.15,23182,44.26,4360,8.37,54208,635,11.71
4379,2019-2020,March,Karnataka,97311,77160,79.29,90185,92.68,72161,80.01,66448,73.68,26362,29.23,102155,113.27,108151,119.92,72797,80.72,24532,33.73,73061,780,10.68
4380,2019-2020,March,Kerala,40162,34116,84.95,40168,100.01,27808,69.23,26074,64.91,1011,2.52,42961,106.95,48578,120.94,2010,5.00,14887,40.95,36593,124,3.39
4381,2019-2020,March,Lakshadweep,104,77,74.04,94,90.38,64,68.09,59,62.77,12,12.77,93,98.94,96,102.13,27,28.72,25,33.78,74,0,0.00
4382,2019-2020,March,Madhya Pradesh,149312,108232,72.49,119172,79.81,108750,91.25,103962,87.24,34844,29.24,123709,103.81,143716,120.60,104936,88.05,11336,11.09,106227,1678,15.80
4383,2019-2020,March,Maharashtra,156424,137600,87.97,151776,97.03,109051,71.85,99446,65.52,50817,33.48,150670,99.27,156011,102.79,105952,69.81,32499,24.59,133013,1108,8.33
4384,2019-2020,March,Manipur,3297,1982,60.12,1969,59.72,2109,107.11,1572,79.84,384,19.50,1054,53.53,1640,83.29,191,9.70,690,29.72,2712,15,5.53
4385,2019-2020,March,Meghalaya,10952,4281,39.09,5069,46.28,5081,100.24,3738,73.74,2269,44.76,4025,79.40,4790,94.50,2257,44.53,675,15.90,7210,185,25.66
4386,2019-2020,March,Mizoram,1780,1396,78.43,1009,56.69,1133,112.29,1222,121.11,934,92.57,910,90.19,1119,110.90,360,35.68,260,18.81,1553,14,9.01
4388,2019-2020,March,Odisha,57655,51659,89.60,49677,86.16,51249,103.16,56176,113.08,5509,11.09,45597,91.79,52852,106.39,43686,87.94,11051,23.68,47165,1109,23.51
4389,2019-2020,March,Puducherry,5665,1959,34.58,1855,32.74,1237,66.68,1321,71.21,456,24.58,930,50.13,4875,262.80,894,48.19,798,31.55,2556,36,14.08
4390,2019-2020,March,Punjab,37274,30724,82.43,26648,71.49,29806,111.85,29399,110.32,2296,8.62,19848,74.48,24773,92.96,12572,47.18,10711,40.76,26445,320,12.10
4391,2019-2020,March,Rajasthan,123158,90372,73.38,70113,56.93,74902,106.83,71385,101.81,40774,58.15,79430,113.29,118276,168.69,64035,91.33,15015,13.71,111288,1827,16.42
4392,2019-2020,March,Sikkim,768,635,82.68,502,65.36,599,119.32,557,110.96,71,14.14,544,108.37,553,110.16,351,69.92,198,37.15,546,8,14.65
4393,2019-2020,March,Tamil Nadu,86012,81908,95.23,74647,86.79,73744,98.79,72631,97.30,14545,19.49,39739,53.24,81428,109.08,35338,47.34,32400,45.62,70975,544,7.66
4394,2019-2020,March,Telangana,59637,44223,74.15,42343,71.00,52838,124.79,51354,121.28,6814,16.09,58783,138.83,61169,144.46,27866,65.81,23491,53.96,44548,181,4.06
4395,2019-2020,March,Tripura,5357,3936,73.47,3663,68.38,3962,108.16,3627,99.02,290,7.92,1883,51.41,1728,47.17,261,7.13,1026,27.96,3851,69,17.92
4396,2019-2020,March,Uttarakhand,15838,11510,72.67,11271,71.16,12753,113.15,12333,109.42,2456,21.79,10967,97.30,12707,112.74,3665,32.52,1525,13.95,12251,111,9.06
4397,2019-2020,March,Uttar Pradesh,571684,351849,61.55,469498,82.13,395631,84.27,331011,70.50,122003,25.99,481694,102.60,567875,120.95,160472,34.18,28547,9.20,343610,3753,10.92
4398,2019-2020,March,West Bengal,138605,124248,89.64,100282,72.35,122047,121.70,124039,123.69,12246,12.21,89488,89.24,115468,115.14,92212,91.95,26577,32.26,83025,1243,14.97
4399,2019-2020,All,Andhra Pradesh,803046,654059,81.45,792669,98.71,732849,92.45,731886,92.33,71701,9.05,643480,81.18,802552,101.25,331155,41.78,258189,35.26,736774,7148,9.70
4401,2019-2020,All,Arunachal Pradesh,30162,11083,36.74,10846,35.96,19178,176.82,14362,132.42,3331,30.71,15861,146.24,17527,161.60,4879,44.98,3697,19.75,20668,250,12.10
4402,2019-2020,All,Assam,685229,603179,88.03,584592,85.31,613181,104.89,575220,98.40,55253,9.45,622139,106.42,673833,115.27,382283,65.39,130571,23.54,600797,12692,21.13
4403,2019-2020,All,Bihar,3394623,2346394,69.12,2370252,69.82,1805247,76.16,1605380,67.73,1183992,49.95,1898037,80.08,2643335,111.52,968427,40.86,48916,2.61,2114235,23110,10.93
4404,2019-2020,All,Chandigarh,35734,26155,73.19,37746,105.63,23963,63.48,20353,53.92,4612,12.22,36771,97.42,34463,91.30,20634,54.67,9489,33.76,27957,628,22.46
4405,2019-2020,All,Chhattisgarh,646957,582836,90.09,606623,93.77,515888,85.04,491569,81.03,128498,21.18,466125,76.84,632563,104.28,484353,79.84,72909,15.28,479404,9602,20.03
4408,2019-2020,All,Delhi,721322,327469,45.40,407582,56.50,232814,57.12,185663,45.55,37120,9.11,448737,110.10,468981,115.06,161621,39.65,88279,32.08,283719,5002,17.63
4409,2019-2020,All,Goa,27969,16100,57.56,21484,76.81,12647,58.87,10994,51.17,2051,9.55,20925,97.40,20993,97.71,9229,42.96,7969,43.27,18491,161,8.71
4410,2019-2020,All,Gujarat,1296148,1092037,84.25,1121390,86.52,1047933,93.45,907471,80.92,322116,28.72,1247347,111.23,1251232,111.58,1102554,98.32,207295,18.09,1148115,12256,10.67
4411,2019-2020,All,Haryana,572676,432948,75.60,440795,76.97,421397,95.60,376173,85.34,159111,36.10,461911,104.79,424350,96.27,385891,87.54,93140,18.88,511004,6692,13.10
4412,2019-2020,All,Himachal Pradesh,110701,96865,87.50,86052,77.73,70824,82.30,65976,76.67,26554,30.86,89491,104.00,93915,109.14,79593,92.49,19736,24.06,88410,993,11.23
4414,2019-2020,All,Jharkhand,953011,634431,66.57,747405,78.43,737071,98.62,641529,85.83,169964,22.74,591479,79.14,759763,101.65,296494,39.67,58687,8.34,731400,9025,12.34
4415,2019-2020,All,Karnataka,1151533,907946,78.85,1119384,97.21,927232,82.83,842678,75.28,323811,28.93,1177510,105.19,1274755,113.88,854456,76.33,289881,32.21,898459,8883,9.89
4416,2019-2020,All,Kerala,527626,437967,83.01,523084,99.14,425114,81.27,388187,74.21,16528,3.16,492014,94.06,625607,119.60,29662,5.67,187797,40.79,464530,1712,3.69
4417,2019-2020,All,Lakshadweep,1274,1068,83.83,1146,89.95,990,86.39,868,75.74,150,13.09,1216,106.11,1256,109.60,302,26.35,342,39.36,851,5,5.88
4418,2019-2020,All,Madhya Pradesh,1919655,1335313,69.56,1518862,79.12,1430958,94.21,1284008,84.54,432974,28.51,1519937,100.07,1787495,117.69,1285921,84.66,147428,10.90,1403115,23475,16.73
4419,2019-2020,All,Maharashtra,2051346,1758392,85.72,1943469,94.74,1455607,74.90,1303138,67.05,645162,33.20,1915867,98.58,1997614,102.79,1342881,69.10,426292,23.85,1796217,14614,8.14
4420,2019-2020,All,Manipur,55346,32468,58.66,30525,55.15,34224,112.12,26558,87.00,6341,20.77,11966,39.20,27286,89.39,2679,8.78,11037,33.19,39462,159,4.03
4421,2019-2020,All,Meghalaya,138997,48374,34.80,68065,48.97,57176,84.00,45400,66.70,26448,38.86,52002,76.40,59213,86.99,28259,41.52,8453,15.65,89449,1995,22.30
4422,2019-2020,All,Mizoram,23614,17764,75.23,13490,57.13,15443,114.48,14003,103.80,6883,51.02,10344,76.68,11977,88.78,4056,30.07,3447,18.64,20577,156,7.58
4423,2019-2020,All,Nagaland,39462,10777,27.31,9048,22.93,18253,201.74,11921,131.75,4063,44.90,6174,68.24,9070,100.24,2491,27.53,3197,18.68,20582,306,14.87
4424,2019-2020,All,Odisha,721502,629218,87.21,589978,81.77,628239,106.49,604355,102.44,66000,11.19,478026,81.02,623532,105.69,463944,78.64,144645,23.18,632591,13906,21.98
4425,2019-2020,All,Puducherry,98914,27240,27.54,43507,43.98,17012,39.10,15975,36.72,3571,8.21,10721,24.64,63897,146.87,13002,29.88,13759,31.87,43023,428,9.95
4155,2019-2020,September,Daman and Diu,505,381,75.45,754,149.31,400,53.05,384,50.93,81,10.74,608,80.64,606,80.37,631,83.69,133,32.13,415,0,0.00
4426,2019-2020,All,Punjab,437383,349274,79.86,357441,81.72,383150,107.19,368281,103.03,32071,8.97,264423,73.98,312773,87.50,147090,41.15,146671,39.30,377075,4908,13.02
4427,2019-2020,All,Rajasthan,1736201,1215896,70.03,1054332,60.73,1045233,99.14,909267,86.24,566544,53.73,1087784,103.17,1296109,122.93,835810,79.27,166997,12.34,1362923,24775,18.18
4428,2019-2020,All,Sikkim,9343,7184,76.89,6294,67.37,6897,109.58,6550,104.07,732,11.63,6203,98.55,5960,94.69,3987,63.35,2938,41.59,7188,113,15.72
4429,2019-2020,All,Tamil Nadu,1043510,971553,93.10,919385,88.11,899179,97.80,875917,95.27,174390,18.97,483178,52.55,963695,104.82,454342,49.42,417962,44.34,942471,5946,6.31
4430,2019-2020,All,Telangana,759098,541937,71.39,640697,84.40,658227,102.74,629843,98.31,80398,12.55,755473,117.91,838550,130.88,328099,51.21,303610,48.92,633667,3403,5.37
4431,2019-2020,All,Tripura,67065,47227,70.42,46588,69.47,52373,112.42,47016,100.92,4389,9.42,23267,49.94,31354,67.30,2684,5.76,13146,26.88,51339,850,16.56
4432,2019-2020,All,Uttarakhand,217191,153387,70.62,157722,72.62,167423,106.15,152967,96.99,33515,21.25,159432,101.08,161349,102.30,32328,20.50,20194,14.89,152300,1835,12.05
4433,2019-2020,All,Uttar Pradesh,6745784,3886259,57.61,5158335,76.47,4668883,90.51,3949630,76.57,1362988,26.42,4768086,92.43,6423906,124.53,1646125,31.91,309020,8.57,4071547,45556,11.19
4434,2019-2020,All,West Bengal,1621046,1419251,87.55,1324116,81.68,1399038,105.66,1297140,97.96,137993,10.42,1026045,77.49,1377322,104.02,1093279,82.57,451572,36.17,1256148,18940,15.08
4436,2020-2021,April,Arunachal Pradesh,1548,632,40.83,373,24.10,1041,279.09,888,238.07,190,50.94,497,133.24,837,224.40,177,47.45,205,20.69,1108,10,9.03
4437,2020-2021,April,Chhattisgarh,54990,49338,89.72,45187,82.17,45035,99.66,37593,83.19,11258,24.91,39242,86.84,52164,115.44,37977,84.04,5526,15.76,35050,864,24.65
4439,2020-2021,April,Gujarat,105731,85624,80.98,69959,66.17,62132,88.81,48651,69.54,20400,29.16,96406,137.80,95805,136.94,81466,116.45,11009,18.21,61801,1015,16.42
4440,2020-2021,April,Haryana,49494,38760,78.31,25130,50.77,27783,110.56,20647,82.16,8732,34.75,30804,122.58,28084,111.75,27330,108.75,6194,20.09,32329,526,16.27
4442,2020-2021,April,Karnataka,90868,74416,81.89,72101,79.35,49715,68.95,40508,56.18,17252,23.93,81151,112.55,90127,125.00,60379,83.74,21256,31.17,68915,621,9.01
4443,2020-2021,April,Lakshadweep,117,100,85.47,83,70.94,74,89.16,77,92.77,16,19.28,102,122.89,108,130.12,27,32.53,27,35.53,76,1,13.16
4444,2020-2021,April,Meghalaya,7221,2762,38.25,3097,42.89,3786,122.25,2941,94.96,1710,55.21,2482,80.14,3602,116.31,1755,56.67,553,15.78,6528,193,29.56
4445,2020-2021,April,Mizoram,1727,1372,79.44,837,48.47,709,84.71,599,71.57,262,31.30,852,101.79,1037,123.89,382,45.64,175,16.75,1178,8,6.79
4446,2020-2021,April,Nagaland,1474,476,32.29,198,13.43,808,408.08,388,195.96,147,74.24,371,187.37,532,268.69,165,83.33,164,19.55,1275,26,20.39
4447,2020-2021,April,Punjab,15788,13045,82.63,8807,55.78,13502,153.31,10731,121.85,1255,14.25,7155,81.24,9063,102.91,3700,42.01,3175,39.30,8099,133,16.42
4448,2020-2021,April,Sikkim,855,703,82.22,464,54.27,723,155.82,590,127.16,81,17.46,517,111.42,562,121.12,404,87.07,245,43.06,567,17,29.98
4449,2020-2021,April,Telangana,65283,47178,72.27,44291,67.84,56372,127.28,48888,110.38,6423,14.50,63114,142.50,63229,142.76,28863,65.17,23773,54.53,40956,286,6.98
4450,2020-2021,April,Uttar Pradesh,53456,29638,55.44,22708,42.48,13904,61.23,9578,42.18,2765,12.18,23936,105.41,26522,116.80,6186,27.24,13016,9.40,149061,1900,12.75
4451,2020-2021,April,West Bengal,108448,97959,90.33,58886,54.30,19387,32.92,13096,22.24,1324,2.25,59236,100.59,80053,135.95,46861,79.58,25286,34.34,74672,1222,16.36
4453,2020-2021,May,Arunachal Pradesh,2991,1041,34.80,553,18.49,2074,375.05,1045,188.97,354,64.01,764,138.16,1312,237.25,275,49.73,285,26.22,1183,19,16.06
4454,2020-2021,May,Chhattisgarh,52946,46640,88.09,45832,86.56,42495,92.72,42663,93.09,10932,23.85,41042,89.55,52077,113.63,41352,90.23,5491,15.78,34901,967,27.71
4456,2020-2021,May,Gujarat,113133,88694,78.40,78433,69.33,84045,107.16,66705,85.05,26625,33.95,106743,136.09,106036,135.19,90611,115.53,11336,18.69,62099,978,15.75
4457,2020-2021,May,Haryana,52527,36785,70.03,27427,52.22,41114,149.90,30190,110.07,14675,53.51,33854,123.43,30489,111.16,32234,117.53,4923,15.94,32452,506,15.59
4459,2020-2021,May,Karnataka,98837,77368,78.28,79524,80.46,81379,102.33,64786,81.47,30311,38.12,92754,116.64,96700,121.60,71612,90.05,24193,35.10,69222,798,11.53
4460,2020-2021,May,Lakshadweep,77,68,88.31,112,145.45,61,54.46,63,56.25,24,21.43,113,100.89,113,100.89,20,17.86,39,33.91,114,1,8.77
4461,2020-2021,May,Meghalaya,13127,4459,33.97,4106,31.28,6558,159.72,4152,101.12,2840,69.17,3055,74.40,5200,126.64,2964,72.19,663,17.95,6454,179,27.73
4462,2020-2021,May,Mizoram,2305,1692,73.41,1012,43.90,1868,184.58,1143,112.94,727,71.84,1125,111.17,1303,128.75,414,40.91,255,18.87,1534,13,8.47
4463,2020-2021,May,Nagaland,3379,866,25.63,402,11.90,1714,426.37,907,225.62,390,97.01,806,200.50,1245,309.70,280,69.65,173,18.93,1221,32,26.21
4464,2020-2021,May,Punjab,15630,12439,79.58,8979,57.45,13877,154.55,12894,143.60,1394,15.53,7573,84.34,9779,108.91,3596,40.05,3170,39.17,8050,101,12.55
4465,2020-2021,May,Sikkim,921,717,77.85,495,53.75,866,174.95,698,141.01,75,15.15,553,111.72,647,130.71,383,77.37,239,44.18,542,12,22.14
4466,2020-2021,May,Telangana,71856,47411,65.98,51431,71.58,57798,112.38,56463,109.78,6498,12.63,77458,150.61,77571,150.83,31239,60.74,25664,55.69,47433,257,5.42
4467,2020-2021,May,Uttar Pradesh,459802,268628,58.42,318918,69.36,349468,109.58,207606,65.10,99009,31.05,329908,103.45,388325,121.76,114028,35.75,15625,8.47,210655,2995,14.22
4468,2020-2021,May,West Bengal,153441,132309,86.23,79415,51.76,161880,203.84,84946,106.96,13464,16.95,75611,95.21,104855,132.03,72619,91.44,28725,33.48,87918,1509,17.16
4470,2020-2021,June,Arunachal Pradesh,1848,812,43.94,502,27.16,1364,271.71,1171,233.27,386,76.89,673,134.06,1286,256.18,193,38.45,123,16.87,799,15,18.77
4471,2020-2021,June,Chhattisgarh,52466,45905,87.49,47118,89.81,42641,90.50,41356,87.77,10981,23.31,42999,91.26,52383,111.17,39786,84.44,5008,14.27,35337,906,25.64
4473,2020-2021,June,Gujarat,106293,81938,77.09,74367,69.96,76588,102.99,74367,100.00,25383,34.13,106318,142.96,103969,139.81,86786,116.70,10591,18.67,57602,762,13.23
4474,2020-2021,June,Haryana,49284,34675,70.36,29300,59.45,34085,116.33,36091,123.18,13098,44.70,34097,116.37,31233,106.60,31296,106.81,6185,19.99,32848,467,14.22
4476,2020-2021,June,Karnataka,93527,71758,76.72,79402,84.90,73938,93.12,72720,91.58,28144,35.44,106765,134.46,102781,129.44,69598,87.65,22750,35.54,64411,714,11.09
4477,2020-2021,June,Lakshadweep,132,111,84.09,111,84.09,88,79.28,74,66.67,23,20.72,102,91.89,104,93.69,27,24.32,43,43.88,96,2,20.83
4478,2020-2021,June,Meghalaya,11095,4650,41.91,5047,45.49,6426,127.32,4960,98.28,2647,52.45,2954,58.53,6080,120.47,3393,67.23,588,16.36,6324,192,30.36
