id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
3031,2017-2018,April,Andhra Pradesh,73308,57049,77.82,61086,83.33,66541,108.93,60416,98.90,5891,9.64,32083,52.52,61359,100.45,17925,29.34,20048,36.11,55881,461,8.25
3033,2017-2018,April,Arunachal Pradesh,2880,994,34.51,519,18.02,1609,310.02,1186,228.52,418,80.54,294,56.65,1089,209.83,153,29.48,244,20.12,1355,10,7.38
3034,2017-2018,April,Assam,67067,56869,84.79,37833,56.41,56794,150.12,45562,120.43,5292,13.99,4908,12.97,44300,117.09,3633,9.60,8106,21.53,42447,826,19.46
3035,2017-2018,April,Bihar,287667,178284,61.98,83500,29.03,170474,204.16,138839,166.27,95501,114.37,29939,35.86,115685,138.54,13081,15.67,2832,2.65,136582,1592,11.66
3036,2017-2018,April,Chandigarh,3533,2224,62.95,2230,63.12,1716,76.95,1096,49.15,363,16.28,1899,85.16,2225,99.78,1279,57.35,639,34.69,1835,39,21.25
3037,2017-2018,April,Chhattisgarh,50344,45136,89.66,39411,78.28,39902,101.25,36230,91.93,11985,30.41,21882,55.52,45041,114.29,22688,57.57,5301,15.61,34607,701,20.26
3040,2017-2018,April,Delhi,79343,28020,35.32,27875,35.13,26772,96.04,19095,68.50,3489,12.52,24821,89.04,29897,107.25,10188,36.55,5061,31.79,16621,283,17.03
3041,2017-2018,April,Goa,2225,1223,54.97,1589,71.42,962,60.54,857,53.93,167,10.51,908,57.14,1085,68.28,272,17.12,620,36.64,1694,15,8.85
3042,2017-2018,April,Gujarat,121815,95659,78.53,80281,65.90,94914,118.23,77861,96.99,26576,33.10,102393,127.54,107837,134.32,82379,102.61,13963,15.42,93029,1011,10.87
3043,2017-2018,April,Haryana,55815,40418,72.41,27594,49.44,41057,148.79,33683,122.07,14393,52.16,44608,161.66,31132,112.82,31086,112.65,5151,18.15,30252,474,15.67
3044,2017-2018,April,Himachal Pradesh,12013,10104,84.11,196,1.63,8079,4121.94,30,15.31,11,5.61,0,0.00,0,0.00,1,0.51,1226,21.99,6265,88,14.05
3046,2017-2018,April,Jharkhand,80971,41091,50.75,52339,64.64,66774,127.58,53129,101.51,14359,27.43,14088,26.92,49303,94.20,9025,17.24,3969,7.49,55900,683,12.22
3047,2017-2018,April,Karnataka,91076,71164,78.14,78753,86.47,77875,98.89,67231,85.37,25674,32.60,35485,45.06,65496,83.17,38090,48.37,19406,26.26,73864,771,10.44
3048,2017-2018,April,Kerala,51172,43788,85.57,24937,48.73,40832,163.74,21584,86.55,435,1.74,2865,11.49,15883,63.69,824,3.30,16809,40.65,43910,196,4.46
3049,2017-2018,April,Lakshadweep,79,59,74.68,87,110.13,44,50.57,45,51.72,10,11.49,77,88.51,99,113.79,8,9.20,21,30.88,68,0,0.00
3050,2017-2018,April,Madhya Pradesh,156104,98803,63.29,97278,62.32,116769,120.04,93879,96.51,34064,35.02,114280,117.48,141560,145.52,85690,88.09,9056,11.75,81828,1298,15.86
3051,2017-2018,April,Maharashtra,185998,134841,72.50,151678,81.55,124090,81.81,104472,68.88,58363,38.48,122680,80.88,148003,97.58,67509,44.51,25895,19.84,130695,1156,8.85
3052,2017-2018,April,Manipur,5115,3380,66.08,1621,31.69,3709,228.81,2508,154.72,846,52.19,778,48.00,2404,148.30,422,26.03,772,32.27,3009,15,4.99
3053,2017-2018,April,Meghalaya,10864,4048,37.26,2996,27.58,4516,150.73,3393,113.25,2280,76.10,860,28.70,2406,80.31,183,6.11,475,13.07,6602,127,19.24
3054,2017-2018,April,Mizoram,1940,1462,75.36,568,29.28,1221,214.96,1300,228.87,540,95.07,26,4.58,345,60.74,27,4.75,189,13.42,1577,11,6.98
3055,2017-2018,April,Nagaland,3314,1107,33.40,222,6.70,1555,700.45,1037,467.12,175,78.83,26,11.71,118,53.15,0,0.00,182,15.53,1417,18,12.70
3056,2017-2018,April,Odisha,66326,55371,83.48,43979,66.31,57768,131.35,47491,107.99,6262,14.24,6141,13.96,44402,100.96,14026,31.89,7355,16.75,45969,1046,22.75
3057,2017-2018,April,Puducherry,7343,2455,33.43,5995,81.64,1704,28.42,1695,28.27,121,2.02,1592,26.56,1946,32.46,966,16.11,985,31.26,3109,45,14.47
3058,2017-2018,April,Punjab,45988,34840,75.76,21120,45.93,41743,197.65,38170,180.73,1463,6.93,6600,31.25,27415,129.81,3622,17.15,7232,35.04,21244,372,17.51
3059,2017-2018,April,Rajasthan,182869,117686,64.36,17685,9.67,111331,629.52,83263,470.81,58772,332.33,21075,119.17,88579,500.87,17095,96.66,9984,11.92,84531,1887,22.32
3060,2017-2018,April,Sikkim,768,617,80.34,401,52.21,614,153.12,579,144.39,89,22.19,100,24.94,274,68.33,113,28.18,160,32.13,498,9,18.07
3061,2017-2018,April,Tamil Nadu,85821,81332,94.77,79374,92.49,74992,94.48,69950,88.13,16613,20.93,34464,43.42,69104,87.06,37122,46.77,33074,45.13,73188,590,8.06
3062,2017-2018,April,Telangana,87366,44768,51.24,55969,64.06,62259,111.24,56763,101.42,11378,20.33,44399,79.33,65513,117.05,11670,20.85,20005,43.69,47504,449,9.45
3063,2017-2018,April,Tripura,6058,3834,63.29,2500,41.27,4354,174.16,3677,147.08,360,14.40,0,0.00,1875,75.00,92,3.68,878,24.47,3885,50,12.87
3064,2017-2018,April,Uttarakhand,19896,12361,62.13,7552,37.96,16141,213.73,14013,185.55,2285,30.26,2518,33.34,14460,191.47,695,9.20,1253,15.03,9730,115,11.82
3065,2017-2018,April,Uttar Pradesh,453711,212044,46.74,161991,35.70,366152,226.03,270598,167.05,78350,48.37,89878,55.48,363364,224.31,37769,23.32,8730,6.07,190820,2520,13.21
3066,2017-2018,April,West Bengal,163915,132983,81.13,90696,55.33,139389,153.69,115275,127.10,11901,13.12,27165,29.95,104475,115.19,49752,54.86,31751,33.50,97786,1529,15.64
3067,2017-2018,May,Andhra Pradesh,66402,51845,78.08,63224,95.21,62436,98.75,63040,99.71,6099,9.65,34735,54.94,62434,98.75,17216,27.23,21328,35.88,59660,451,7.56
3069,2017-2018,May,Arunachal Pradesh,3165,1078,34.06,687,21.71,1910,278.02,1270,184.86,311,45.27,397,57.79,1207,175.69,137,19.94,259,20.85,1389,19,13.68
3070,2017-2018,May,Assam,65639,54998,83.79,37515,57.15,55547,148.07,52587,140.18,5741,15.30,5172,13.79,44332,118.17,4765,12.70,7671,22.52,38423,852,22.17
3071,2017-2018,May,Bihar,272684,167192,61.31,101445,37.20,157664,155.42,147509,145.41,91724,90.42,32198,31.74,122566,120.82,17562,17.31,2857,2.65,136826,1649,12.05
3072,2017-2018,May,Chandigarh,4051,2748,67.84,2414,59.59,1914,79.29,1274,52.78,423,17.52,3562,147.56,3745,155.14,1642,68.02,706,35.53,1955,61,31.20
3073,2017-2018,May,Chhattisgarh,51018,45505,89.19,42266,82.85,40549,95.94,39052,92.40,12476,29.52,24452,57.85,48430,114.58,28137,66.57,5950,16.44,37218,802,21.55
3076,2017-2018,May,Delhi,82653,28255,34.19,32945,39.86,27935,84.79,21968,66.68,3480,10.56,32026,97.21,34961,106.12,14763,44.81,5451,31.01,17401,347,19.94
3077,2017-2018,May,Goa,1927,1040,53.97,1745,90.56,952,54.56,882,50.54,158,9.05,1092,62.58,1131,64.81,336,19.26,646,42.47,1520,10,6.58
3078,2017-2018,May,Gujarat,113901,87027,76.41,80468,70.65,89180,110.83,85766,106.58,25892,32.18,98151,121.98,102239,127.06,82343,102.33,16511,16.08,106149,1188,11.19
3079,2017-2018,May,Haryana,54338,38424,70.71,29157,53.66,40486,138.86,36318,124.56,14509,49.76,50493,173.18,35524,121.84,36333,124.61,5773,17.00,35825,577,16.11
3080,2017-2018,May,Himachal Pradesh,10814,8936,82.63,1,0.01,6889,688900.00,0,0.00,0,0.00,0,0.00,2,200.00,2,200.00,1314,22.29,6533,114,17.45
3082,2017-2018,May,Jharkhand,82227,43155,52.48,56207,68.36,66500,118.31,58314,103.75,14549,25.88,17434,31.02,51026,90.78,12241,21.78,4129,7.15,60282,773,12.82
3083,2017-2018,May,Karnataka,88799,68866,77.55,85652,96.46,81596,95.26,73146,85.40,27394,31.98,42993,50.19,75215,87.81,43897,51.25,19733,27.20,72832,828,11.37
3084,2017-2018,May,Kerala,47324,39234,82.91,33185,70.12,41911,126.30,27119,81.72,717,2.16,4920,14.83,19663,59.25,830,2.50,17564,40.22,48780,234,4.80
3085,2017-2018,May,Lakshadweep,123,103,83.74,110,89.43,83,75.45,59,53.64,16,14.55,85,77.27,104,94.55,41,37.27,31,32.63,95,1,10.53
3086,2017-2018,May,Madhya Pradesh,159752,99136,62.06,107567,67.33,118643,110.30,106727,99.22,34219,31.81,122640,114.01,146888,136.55,96001,89.25,9235,10.67,92262,1633,17.70
3087,2017-2018,May,Maharashtra,168955,119445,70.70,149578,88.53,111793,74.74,104750,70.03,51531,34.45,120033,80.25,142928,95.55,62259,41.62,25927,18.57,140322,1204,8.58
3088,2017-2018,May,Manipur,4977,3251,65.32,2397,48.16,3249,135.54,2633,109.85,688,28.70,1188,49.56,2700,112.64,208,8.68,520,22.89,2859,10,3.50
3089,2017-2018,May,Meghalaya,12291,3827,31.14,3422,27.84,5115,149.47,3586,104.79,2638,77.09,1409,41.17,2604,76.10,418,12.22,527,14.44,6599,156,23.64
3090,2017-2018,May,Mizoram,1877,1414,75.33,648,34.52,1241,191.51,1228,189.51,557,85.96,20,3.09,269,41.51,42,6.48,243,16.63,1639,21,12.81
3091,2017-2018,May,Nagaland,3785,1197,31.62,293,7.74,1788,610.24,1169,398.98,215,73.38,13,4.44,129,44.03,5,1.71,239,19.80,1528,19,12.43
3092,2017-2018,May,Odisha,61530,51235,83.27,45932,74.65,54159,117.91,59910,130.43,5591,12.17,7258,15.80,44833,97.61,16347,35.59,8706,17.01,53218,1218,22.89
3093,2017-2018,May,Puducherry,7253,2415,33.30,5578,76.91,1799,32.25,2032,36.43,45,0.81,1896,33.99,1994,35.75,1047,18.77,1260,32.94,3800,44,11.58
3094,2017-2018,May,Punjab,43494,32388,74.47,25604,58.87,38768,151.41,39865,155.70,1875,7.32,9303,36.33,29323,114.53,7145,27.91,8261,35.42,23875,386,16.17
3095,2017-2018,May,Rajasthan,167791,103754,61.84,19876,11.85,98136,493.74,90544,455.54,52883,266.06,20584,103.56,87388,439.67,17618,88.64,11900,11.50,104341,2070,19.84
3096,2017-2018,May,Sikkim,801,650,81.15,426,53.18,669,157.04,601,141.08,77,18.08,124,29.11,314,73.71,208,48.83,159,29.28,548,12,21.90
3097,2017-2018,May,Tamil Nadu,86243,81593,94.61,80120,92.90,75001,93.61,71063,88.70,16682,20.82,34806,43.44,70673,88.21,36338,45.35,37160,44.81,83082,774,9.32
3098,2017-2018,May,Telangana,92240,43653,47.33,58898,63.85,59071,100.29,58515,99.35,11435,19.41,51089,86.74,73522,124.83,11147,18.93,21059,43.26,51162,451,8.82
3099,2017-2018,May,Tripura,7250,4202,57.96,2925,40.34,5182,177.16,4171,142.60,437,14.94,0,0.00,2284,78.09,114,3.90,851,23.74,3829,69,18.02
3100,2017-2018,May,Uttarakhand,19506,11944,61.23,8995,46.11,15723,174.80,15248,169.52,2426,26.97,4315,47.97,10744,119.44,961,10.68,1366,14.95,10548,131,12.42
3101,2017-2018,May,Uttar Pradesh,515060,239624,46.52,196098,38.07,407727,207.92,360771,183.97,88261,45.01,111428,56.82,420591,214.48,49053,25.01,11021,5.43,252451,3263,12.93
3102,2017-2018,May,West Bengal,150401,120300,79.99,96306,64.03,126840,131.71,124963,129.76,11926,12.38,28191,29.27,110359,114.59,60526,62.85,31854,33.87,97175,1708,17.58
3103,2017-2018,June,Andhra Pradesh,69721,53718,77.05,68321,97.99,64150,93.89,62811,91.94,5875,8.60,41030,60.05,69375,101.54,18669,27.33,20574,34.74,60125,580,9.65
3105,2017-2018,June,Arunachal Pradesh,3218,1033,32.10,671,20.85,1959,291.95,1302,194.04,332,49.48,493,73.47,1564,233.08,213,31.74,266,22.22,1328,19,14.31
3106,2017-2018,June,Assam,60670,50655,83.49,37462,61.75,53511,142.84,48983,130.75,5312,14.18,5708,15.24,47981,128.08,6823,18.21,7507,22.22,37856,933,24.65
3107,2017-2018,June,Bihar,295756,174632,59.05,125022,42.27,168277,134.60,152086,121.65,100733,80.57,29940,23.95,136699,109.34,23924,19.14,2518,2.41,134550,1745,12.97
3108,2017-2018,June,Chandigarh,3438,2247,65.36,2635,76.64,1559,59.17,1106,41.97,396,15.03,2557,97.04,2646,100.42,1554,58.98,700,33.59,2062,68,32.98
3109,2017-2018,June,Chhattisgarh,60854,53887,88.55,47433,77.95,48200,101.62,40348,85.06,14837,31.28,29053,61.25,56693,119.52,32838,69.23,5646,15.03,38658,806,20.85
3112,2017-2018,June,Delhi,80765,26597,32.93,33625,41.63,23479,69.83,20295,60.36,3547,10.55,30529,90.79,35548,105.72,14654,43.58,5168,30.18,18055,403,22.32
3113,2017-2018,June,Goa,1991,1130,56.76,1420,71.32,960,67.61,829,58.38,160,11.27,1050,73.94,1109,78.10,229,16.13,578,38.61,1498,11,7.34
3114,2017-2018,June,Gujarat,131559,99960,75.98,87636,66.61,101617,115.95,87004,99.28,31395,35.82,114566,130.73,117673,134.27,91967,104.94,15429,14.46,110953,1213,10.93
3115,2017-2018,June,Haryana,46070,33126,71.90,29474,63.98,35156,119.28,32243,109.39,12106,41.07,43071,146.13,34389,116.68,30859,104.70,5870,17.13,36148,581,16.07
3116,2017-2018,June,Himachal Pradesh,10567,8864,83.88,2,0.02,6912,345600.00,59,2950.00,25,1250.00,0,0.00,2,100.00,1,50.00,1229,21.87,6341,79,12.46
3118,2017-2018,June,Jharkhand,85104,43258,50.83,61765,72.58,67683,109.58,58172,94.18,14646,23.71,22375,36.23,56043,90.74,16200,26.23,4261,7.22,61527,788,12.81
3119,2017-2018,June,Karnataka,96134,75017,78.03,88930,92.51,82282,92.52,73163,82.27,27954,31.43,61462,69.11,84633,95.17,50685,56.99,21888,29.04,76183,817,10.72
3120,2017-2018,June,Kerala,48306,39556,81.89,43343,89.73,40164,92.67,32063,73.98,783,1.81,4979,11.49,27133,62.60,1423,3.28,16003,42.13,46721,185,3.96
3121,2017-2018,June,Lakshadweep,83,70,84.34,113,136.14,61,53.98,66,58.41,9,7.96,81,71.68,102,90.27,7,6.19,23,31.94,70,2,28.57
3122,2017-2018,June,Madhya Pradesh,168482,102897,61.07,116010,68.86,124150,107.02,108608,93.62,36361,31.34,131249,113.14,157416,135.69,100611,86.73,10054,10.24,104897,1880,17.92
3123,2017-2018,June,Maharashtra,186323,130087,69.82,155075,83.23,122777,79.17,103655,66.84,57210,36.89,129081,83.24,153999,99.31,71348,46.01,25850,19.00,136803,1315,9.61
3124,2017-2018,June,Manipur,4540,2911,64.12,2462,54.23,3093,125.63,2488,101.06,620,25.18,945,38.38,2121,86.15,250,10.15,551,24.40,2869,15,5.23
3125,2017-2018,June,Meghalaya,10913,3742,34.29,4887,44.78,4253,87.03,3612,73.91,2228,45.59,2914,59.63,3811,77.98,848,17.35,425,12.58,6127,134,21.87
3126,2017-2018,June,Mizoram,1641,1263,76.97,633,38.57,1058,167.14,1051,166.03,395,62.40,33,5.21,291,45.97,73,11.53,276,20.97,1481,15,10.13
3127,2017-2018,June,Nagaland,3281,1069,32.58,453,13.81,1633,360.49,1031,227.59,243,53.64,56,12.36,191,42.16,34,7.51,210,17.77,1427,22,15.42
3128,2017-2018,June,Odisha,67797,55495,81.85,46964,69.27,59291,126.25,50773,108.11,6152,13.10,9554,20.34,47382,100.89,17571,37.41,7264,15.73,48464,1113,22.97
3129,2017-2018,June,Puducherry,6670,2232,33.46,4891,73.33,1728,35.33,1938,39.62,86,1.76,1776,36.31,1782,36.43,1071,21.90,1265,33.42,3757,45,11.98
3130,2017-2018,June,Punjab,38952,29740,76.35,27344,70.20,35924,131.38,36177,132.30,1894,6.93,10474,38.30,30254,110.64,8351,30.54,8777,35.63,25220,412,16.34
3131,2017-2018,June,Rajasthan,164844,105409,63.94,20354,12.35,97095,477.03,89759,440.99,53924,264.93,22328,109.70,90043,442.38,19050,93.59,11029,10.07,110441,1957,17.72
3132,2017-2018,June,Sikkim,726,592,81.54,530,73.00,600,113.21,603,113.77,93,17.55,301,56.79,370,69.81,283,53.40,208,38.38,554,7,12.64
3133,2017-2018,June,Tamil Nadu,84796,80122,94.49,78547,92.63,73223,93.22,70506,89.76,16094,20.49,28594,36.40,70596,89.88,34326,43.70,35804,45.20,79313,699,8.81
3134,2017-2018,June,Telangana,96690,47871,49.51,59162,61.19,64520,109.06,58679,99.18,11465,19.38,57795,97.69,75834,128.18,11856,20.04,21517,44.44,51469,393,7.64
3135,2017-2018,June,Tripura,7018,4347,61.94,3452,49.19,5077,147.07,4530,131.23,422,12.22,2,0.06,2309,66.89,181,5.24,790,23.75,3600,78,21.67
3136,2017-2018,June,Uttarakhand,15547,9116,58.64,7858,50.54,12563,159.88,12603,160.38,1694,21.56,3320,42.25,9727,123.78,892,11.35,1182,13.65,10161,131,12.89
3137,2017-2018,June,Uttar Pradesh,504996,234257,46.39,210828,41.75,387040,183.58,352652,167.27,87670,41.58,118690,56.30,430430,204.16,47956,22.75,11423,5.12,276005,3479,12.60
3138,2017-2018,June,West Bengal,141576,113550,80.20,98824,69.80,117339,118.74,111003,112.32,11117,11.25,27920,28.25,112798,114.14,67681,68.49,30997,33.07,96620,1670,17.28
3139,2017-2018,July,Andhra Pradesh,67900,51553,75.92,69098,101.76,62491,90.44,64042,92.68,6000,8.68,42255,61.15,71066,102.85,18783,27.18,20483,32.20,63702,633,9.94
3141,2017-2018,July,Arunachal Pradesh,2621,1002,38.23,653,24.91,1592,243.80,1209,185.15,305,46.71,688,105.36,1107,169.53,370,56.66,275,20.31,1488,26,17.47
3142,2017-2018,July,Assam,59580,49944,83.83,42596,71.49,52992,124.41,52067,122.23,6024,14.14,7716,18.11,52456,123.15,8556,20.09,8670,22.18,44033,994,22.57
3143,2017-2018,July,Bihar,301537,177294,58.80,142489,47.25,169785,119.16,157723,110.69,104182,73.12,41570,29.17,138078,96.90,30210,21.20,3177,2.33,167357,2231,13.33
3144,2017-2018,July,Chandigarh,3602,2624,72.85,2965,82.32,1692,57.07,1145,38.62,380,12.82,2670,90.05,2578,86.95,1639,55.28,807,32.04,2504,56,22.36
3145,2017-2018,July,Chhattisgarh,56113,49892,88.91,49019,87.36,44508,90.80,44849,91.49,13291,27.11,30488,62.20,55195,112.60,34297,69.97,5906,14.68,41257,929,22.52
3148,2017-2018,July,Delhi,94442,29447,31.18,33320,35.28,27334,82.03,22664,68.02,4421,13.27,39228,117.73,42163,126.54,16004,48.03,6222,28.18,22882,469,20.50
3149,2017-2018,July,Goa,2126,1068,50.24,1487,69.94,913,61.40,880,59.18,189,12.71,1091,73.37,1217,81.84,314,21.12,628,40.83,1537,12,7.81
3150,2017-2018,July,Gujarat,121018,91747,75.81,90621,74.88,94559,104.35,92682,102.27,29337,32.37,111479,123.02,115420,127.37,88583,97.75,16475,14.66,114144,1249,10.94
3151,2017-2018,July,Haryana,51179,34526,67.46,33343,65.15,37108,111.29,32865,98.57,13478,40.42,40952,122.82,36619,109.83,31703,95.08,7254,17.22,45055,701,15.56
3152,2017-2018,July,Himachal Pradesh,10503,8566,81.56,3949,37.60,6874,174.07,6562,166.17,2331,59.03,3688,93.39,7012,177.56,1840,46.59,1428,20.39,7721,102,13.21
3154,2017-2018,July,Jharkhand,86210,43380,50.32,64832,75.20,69072,106.54,58586,90.37,15743,24.28,25145,38.78,58381,90.05,18345,28.30,4229,6.59,66797,966,14.46
3155,2017-2018,July,Karnataka,95543,74086,77.54,91221,95.48,83305,91.32,76185,83.52,27516,30.16,55090,60.39,86656,95.00,51952,56.95,21517,28.51,75735,711,9.39
3156,2017-2018,July,Kerala,49632,41128,82.87,47169,95.04,41444,87.86,35194,74.61,1076,2.28,5029,10.66,34374,72.87,1735,3.68,15832,40.25,43594,161,3.69
3157,2017-2018,July,Lakshadweep,127,99,77.95,86,67.72,87,101.16,69,80.23,10,11.63,96,111.63,92,106.98,8,9.30,21,37.50,56,1,17.86
3158,2017-2018,July,Madhya Pradesh,166340,101386,60.95,121392,72.98,123906,102.07,111385,91.76,35914,29.59,130804,107.75,158740,130.77,100206,82.55,11030,9.95,118090,2039,17.27
3159,2017-2018,July,Maharashtra,199761,138811,69.49,162122,81.16,127895,78.89,115423,71.20,58370,36.00,132605,81.79,156676,96.64,75578,46.62,28077,19.61,144015,1538,10.68
3160,2017-2018,July,Manipur,4776,2824,59.13,2543,53.25,3413,134.21,2539,99.84,703,27.64,1144,44.99,2576,101.30,232,9.12,562,21.71,3166,15,4.74
